lemma,Polarity
potenciar,0.375
pozo_de_gas,0.25
pozo_surtido,0.25
practicable,0.625
practicamente,-0.25
practicante,0.25
practicar_esgrima,-0.25
practicidad,0.25
pragmatismo,0.375
pragmático,0.292
preaviso,-0.25
precariedad,-0.562
precaución,0.583
precautorio,-0.25
precavido,0.5
preciarse,0.375
precinto,0.25
precioso,0.675
preciosura,0.5
precipitante,0.25
precisión,0.406
preciso,0.641
precocinado,0.625
precognición,0.25
preconcertado,0.375
preconizar,0.313
precoz,0.25
predecible,0.25
predestinado,0.25
predeterminado,0.25
predigerido,0.375
predilección,0.375
predilecto,0.4065
predispuesto,0.375
prednisolona,0.25
predominancia,0.25
predominante,0.375
predominar,0.25
preeclampsia,-0.25
preeminencia,0.438
preeminente,0.5
preestreno,0.25
prefabricado,0.375
preferencia,0.281
preferente,0.875
preferible,0.625
preferido,0.4065
preguerra,0.25
pregunta_difícil,-0.25
prejuzgado,0.375
prejuzgar,-0.25
preliterario,0.375
premeditado,0.417
premiar,0.5
prenatal,0.25
prenda_de_vestir,-0.25
prenderse,-0.25
prendimiento,-0.25
prensil,0.25
preocupado,-0.292
preocupante,-0.25
preordenar,0.25
preparado,0.531
preponderante,0.625
prerrequisito,-0.25
presagiado,-0.375
presagio_negativo,-0.625
presbicia,-0.25
presciente,0.625
prescindencia,0.25
prescindir_de,0.25
presentable,0.875
presentación_publica,0.25
presentar_una_coartada,0.25
presente,0.25
preservable,0.625
preservado,0.5
preservativo,0.25
presión_osmótica,0.25
preso_político,0.25
prestaciones,0.375
prestar_atención,0.25
prestar_oído,0.25
prestarse,0.375
prestatario,0.25
presteza,0.25
prestigio,0.25
prestigioso,0.688
presto,0.313
presumible,0.375
presumido,0.25
presunto,0.3
presuntuoso,-0.375
pretencioso,-0.312
pretender,-0.312
prevalecer,0.344
prevaricación,-0.5
prevención,0.5
prevenible,0.25
prevenido,0.375
preventivo,0.25
previsible,0.375
previsor,0.542
priapismo,-0.375
primera_división,0.375
primeros_auxilios,0.375
primerísima_calidad,0.375
primitivismo,-0.312
primogénito,-0.25
primor,0.375
principal,0.389
principesco,0.375
principiante,-0.625
principio_del_placer,0.375
principios,0.25
priora,0.375
prisionero,0.375
privado,0.2815
privilegiado,0.688
privilegiar,0.375
probabilidad,0.25
probable,0.438
probado,0.542
probidad,0.25
problema,-0.437
problema_de_salud,-0.625
problema_difícil,-0.25
problemas_de_oído,-0.25
problemas_de_visión,-0.25
procacidad,-0.437
procedencia,0.688
procesado,0.438
proceso_de_representación,0.25
proceso_geológico,0.25
proclamado,0.25
procrastinar,0.25
procreación,0.25
procreador,0.375
proctalgia,-0.375
procurarse,-0.25
prodigar,-0.25
prodigio,0.438
prodigioso,0.375
prodrómico,-0.5
producción_artística,0.375
producción_insuficiente,-0.5
producir_una_conmoción_cerebral,-0.25
productividad,0.25
productivo,0.521
producto_de_belleza,0.25
producto_farmacéutico,0.25
producto_perecedero,-0.25
productor,0.625
profanado,-0.75
profanidad,-0.5
profano,-0.437
profecía,0.313
proferir,-0.25
profesionalidad,0.25
profesionalismo,0.25
profesión,0.275
profesor_agregado,-0.5
profesor_asociado,-0.375
proficiente,0.375
profiláctico,0.542
profundizable,0.5
profundo,0.292
profusión,0.438
profuso,0.5
profético,-0.375
prognato,-0.625
programa_de_educación,0.375
programa_de_instrucción,0.25
programa_de_lectura,0.25
programa_de_rehabilitación,0.5
programa_de_servicio,0.25
programa_educativo,0.375
programa_pedagógico,0.375
programa_vocacional,0.25
progresar,0.688
progresismo,0.25
progresista,0.4065
progresividad,0.25
progresivo,0.25
progreso,0.25
prohibidor,-0.625
proliferación,0.281
proliferar,0.333
prolijidad,-0.25
prolijo,0.25
prolongado,0.375
prolífero,0.563
prolífico,0.563
prometedor,0.875
prometer,0.313
prometerse,0.375
prometido,0.5
promiscuo,-0.375
promover,0.583
promulgado,0.25
pronación,0.25
pronombre_personal,0.375
pronto,0.0625
pronunciable,0.375
pronunciación_anómala,-0.375
pronunciación_incorrecta,-0.375
pronóstico_médico,-0.5
propensión,0.25
propiciación,0.5
propiciador,0.625
propiciatoriedad,0.5
propiciatorio,-0.25
propicio,0.563
propio,0.25
propiocepción,0.25
proporcionable,0.25
proporcionado,0.35
propuesta_de_matrimonio,0.25
proscribir,-0.375
proscrito,-0.375
proselitismo,0.25
prospectar,0.25
prosperar,0.813
prosperidad,1.0
prostatitis,-0.25
prostitución,0.25
protagonismo,0.5
protanopía,0.25
proteccionista,0.625
protector,0.438
protector_del_brazo,-0.25
protector_del_cuello,-0.25
protegerse,-0.312
protegido,0.25
proteico,0.25
proteinuria,-0.5
protesta,-0.26
protestación,-0.25
protestatario,-1.0
protestativo,-1.0
protogeométrico,0.25
prototipo,0.25
provecho,0.328
provechoso,0.417
proveer_de_personal,0.375
proverbio,0.25
providencial,0.417
provincianismo,-0.625
provisionalmente,-0.5
provisto_de_continajes,0.25
provisto_de_cortinajes,0.25
provisto_de_fondos,0.25
provocado,-0.75
proxémica,0.25
prudencial,0.5
prudente,0.578
prueba_de_Schick,-0.25
prueba_de_fuego,-0.25
prueba_de_schick,-0.25
prueba_decisiva,-0.25
pruebas_circunstanciales,0.375
práctico,0.521
príncipe_de_las_tinieblas,-0.437
prístino,0.313
pródromo,-0.375
próspero,0.7
próstilo,0.375
pseudoalucinación,-0.25
pseudofloema,-0.25
pseudohermafrodita,0.25
psicoactivo,0.25
psicología_aplicada,0.25
psicología_clínica,-0.25
psicología_industrial,0.25
psiconeurosis,-0.375
psicopatología,-0.5
psicopatológico,-0.875
psicopático,-0.875
psicosis,-0.375
psicosis_de_angustia,-0.25
psicosis_maniacodepresiva,-0.375
psicosomático,-0.375
psicoterapeuta,-0.25
psicoterapéutico,0.313
psicópata,-0.375
psicótico,-0.375
psilotales,-0.375
psilotáceas,-0.25
psiquiatría,-0.25
psitacosis,-0.25
psocópteros,-0.25
psoriasis,-0.375
pteridosperma,-0.25
ptosis,-0.25
pudibundez,-0.25
pudiente,0.5
pudrir,-0.375
pueblerino,0.375
puente_peatonal,0.25
puente_voladizo,0.25
puericultura,0.375
puerta_abierta,0.25
puertaventana,0.25
puerto_de_montaña,-0.25
puesta_en_práctica,-0.375
puesto_de_primeros_auxilios,0.25
puesto_de_socorro,0.25
pugilismo,-0.25
pugnacidad,-0.312
pugnar,-0.312
pujante,0.75
pulcro,0.375
pulidez,0.25
pulimento,0.25
pulimiento,0.375
pulir,0.417
pulmotor,-0.25
pulmón_de_acero,-0.25
pulsar,-0.25
pulsera,-0.375
pulverización_catódica,-0.375
pulverulento,0.25
punch,-0.5
punchar,-0.25
punible,-0.5
punitivo,-0.5
punta_de_alfiler,0.25
punta_del_alfiler,0.25
punteado,0.25
puntería,0.5
puntilloso,0.281
punto_celeste,0.25
punto_cúlmine,0.25
punto_de_encuentro,0.25
punto_de_golpe,-0.25
punto_de_intersección,0.25
punto_destacado,0.25
punto_débil,-0.5
punto_final,0.25
punto_flaco,-1.0
punto_fuerte,0.875
punto_geográfico,0.25
punto_muerto,-0.25
punto_álgido,-0.375
puntualidad,0.375
punzada,-0.312
punzar,-0.375
purificado,0.563
puritano,0.25
puro,0.409
puro_cuento,-0.25
puro_talento,0.25
purulento,0.375
pusilanimidad,-0.625
pusilánime,-0.375
putada,-0.875
putativo,0.375
putería,-1.0
puto,-0.375
putrescencia,-0.25
putrescible,-0.875
putrescina,-0.25
puzzle,0.25
puñetazo,-0.5
puñetazos,-0.312
puñete,-0.5
puñetero,-0.5
pythium_debaryanum,-0.25
pájara,-0.5
pájaro_cantor,0.25
pájaro_pelágico,0.25
pájaro_raro,-0.375
pánico,-0.292
párpado,0.25
pélvico,-0.25
pérdida_auditiva,-0.75
pérdida_auditiva_sensorineural,-0.375
pérdida_de_memoria,-0.25
pérdida_del_autocontrol,-0.5
pérdida_del_conocimiento,-0.25
pérdidas,0.25
pérfido,-0.25
pésame,-0.875
pícara,-0.5
pícaro,-0.292
pío,0.5
póliza_abierta,-0.25
póliza_flotante,-0.25
público,0.438
pútrido,-0.375
quark,0.25
que_suaviza,-0.375
que_zumba,-0.375
quebradero,-0.5
quebradero_de_cabeza,-0.5
quebradizo,-0.375
quebrantar,-0.375
quebrarse,-0.312
quedar_pasmado,0.375
quedarse_en_blanco,-0.25
queer,-0.375
quehacer,-0.312
queja,-0.321
queja_constante,-0.5
quejarse,-0.417
quejica,-0.5
quejicoso,-0.5
quejido,-0.625
quejosamente,-0.5
quejumbre,-0.5
quejumbridad,-0.375
quejumbroso,-0.625
quemadura,-0.292
quemadura_de_segundo_grado,-0.5
quemazón,-0.281
queratalgia,-0.5
queratitis,-0.375
queratocono,-0.25
querella,-0.344
querencia,-0.5
querido,0.625
querubín,0.25
querúbico,1.0
queso_rallado,-0.375
queso_suizo,-0.25
quid,0.25
quididad,0.25
quijote,-0.25
quijotería,-0.25
quijotesco,-0.5
quijotismo,-0.25
quiltro,-0.312
quimono,-0.25
quinacrina,0.25
quinceañero,0.25
quincenal,0.375
quinidina,0.25
quinina,-0.25
quinquefoliado,-0.25
quinqui,-0.25
quirúrgico,0.375
quitapiedras,0.25
quitar_de_enmedio,-1.0
quitarse_de_encima,-0.25
qué_lástima,-0.75
qì,0.375
rabia,-0.271
rabiar,-0.417
rabicorto,-0.25
rabieta,-0.625
rabioso,-0.292
rabona,-0.25
racaneo,-0.25
racanería,-0.25
racemoso,0.375
racheado,-0.312
rachear,-0.625
racimado,0.25
racional,0.604
racionalidad,0.5
racionalista,0.375
racionalización,0.25
racista,0.3125
radiactivo,0.25
radiante,0.333
radioactivo,0.25
ragtime,0.25
ramoso,0.25
ramplonería,-0.875
rancidez,-0.375
rancio,-0.458
randa,-0.25
ranger,-0.25
rango_superior,0.25
ranura_de_expansión,0.25
rapaz,-0.25
rapidez_mental,0.375
rapiñar,-0.312
raptar,-0.312
raqueta_de_badminton,0.25
raquitis,-0.312
raquitismo,-0.375
rarito,-0.5
rascada,-0.5
rascadura,-0.5
rascuñado,0.375
rasgado,-0.375
rasguear,0.375
rasgueo,0.375
rasguñado,0.375
rasguño,-0.25
raspado,0.375
rasposo,-0.5
rastafarianismo,0.25
rastrero,0.5
rata,-0.875
ratero,-0.25
ratificación,0.313
ratificado,0.25
ratificar,0.5
ratón_de_biblioteca,0.25
raudo,0.438
rayo-x,-0.375
rayo_beta,-0.25
raza_humana,-0.25
razonabilidad,0.25
razonable,0.625
razonado,0.333
razonamiento,0.25
razón_social,0.25
raído,-0.325
raíz_rosada,-0.25
reaccionario,0.25
reacción_fisiológica,-0.25
reactivado,0.375
readmisión,0.25
reafirmación,0.25
reajustarse,0.25
realizable,0.5
realpolitik,0.25
realzado,0.75
reanimado,0.5
reanimar,0.266
reaparecer,-0.25
reargumentar,0.25
reavivado,0.375
rebasar,0.375
rebato,-0.625
reblandecerse,0.25
rebosante,0.313
rebosar,0.25
rebullicio,-0.375
recabar,0.375
recablear,0.25
recalcitrar,-0.625
recalentado,0.25
recargamiento,-0.375
recauchutar,0.25
recaudo,0.375
recelar,-0.25
recelo,-0.25
receloso,-0.25
recepcionar,0.25
recepción_cordial,0.5
recepción_favorable,0.5
receptivo,0.25
receso,-0.312
rechazado,-0.25
rechazar,-0.26
rechifla,-0.375
rechiflar,-0.625
rechino,0.375
rechonchez,0.25
reciclable,0.625
reciedumbre,-0.312
reciente,0.25
recinto_ferial,0.25
recio,0.5
reclamar_legalmente,-0.5
recluido,0.25
recluta_nuevo,-0.375
recochinearse,-0.375
recocina,-0.375
recolección_del_heno,0.25
recomendación,0.275
recomendar,0.375
recompensa_al_mérito,0.375
recompensado,0.25
recompensar,0.25
recomponerse,0.25
reconciliable,0.5
reconciliador,0.625
reconcomerse,-0.25
recondenar,-0.25
reconditez,-0.25
reconfortante,0.375
reconfortar,-0.25
reconocible,0.458
reconocido,0.429
reconocimiento_interescolar,0.25
reconquistar,-0.25
reconstituyente,0.563
reconstructor,0.75
recorrer_mundo,0.25
recortado,0.25
recrear,0.313
recrearse,0.438
recriminable,-1.0
recriminación,-0.375
recriminar,-0.25
recriminatorio,-0.25
rectificable,0.5
rectitud,0.5
recto,0.438
rector,0.375
recubierto,0.5
recular,-0.625
recuperable,0.5
recuperador,-0.25
recuperativo,0.625
recurrente,-0.125
recursos_humanos,-0.25
recursos_laborales,-0.25
recursos_minerales,0.25
recusable,0.25
recusante,-0.25
recíproco,0.25
red_de_seguridad,0.375
redefinir,0.313
redentor,0.375
redimible,0.375
redistribuir,-0.25
redoblante,-0.375
redoble,-0.5
redomado,0.375
reducción_de_precios,-0.5
reducible,0.375
reductible,0.375
reductor,0.375
reelección,-0.25
reemplazable,0.438
reencarnado,0.25
reencauchar,0.25
reencender,-0.25
reencuadernar,0.25
reensamblar,0.25
refacción,0.25
refajo,-0.375
referencia_anatómica,-0.25
referendo,0.375
referéndum,0.375
refinado,0.361
refinamiento,0.4
refinar,0.5
reflectante,0.5
reflejo,-0.25
reflejo_incondicionado,-0.25
reflejo_innato,-0.25
reflejo_instintivo,-0.25
reflexología,0.25
refocilo,-0.5
reformable,0.75
reformación,0.25
reformador_social,0.25
reformatorio,0.375
reformismo,0.25
reformista,0.375
reforzado,0.375
refractivo,0.25
refrendación,0.375
refrendada,0.5
refrendar,0.25
refrescante,0.5
refrescar,0.25
refriega,-0.406
refrigerador,-0.25
refringente,0.25
refrán,0.25
refulgente,0.375
refunfuño,-0.375
refunfuñón,-0.375
refutable,-0.25
regalado,0.25
regalarse,0.25
regalonear,0.375
regañar,-0.75
regañina,-0.562
regaño,-0.562
regañón,-1.0
regenerado,0.375
regenerador,0.375
regenerarse,0.375
regente,0.5
regicidio,-0.25
regio,0.406
regla_de_oro,0.25
reglamentar,-0.25
reglar,0.375
regocijado,0.667
regocijador,0.625
regocijar,0.875
regocijarse,0.313
regocijo,0.25
regodearse,0.313
regodeo,-0.5
regordete,-0.25
regulable,0.5
regulado,0.375
regulador,0.375
regularidad,0.375
regularizar,0.333
regularizarse,0.25
rehabilitación_correccional,-0.25
rehabilitador,0.688
rehabilitar,0.313
reharmonización,0.25
reinante,0.375
reincidente,0.375
reino_de_las_tinieblas,-0.875
reino_monera,-0.5
reintegrarse,-0.25
reir_a_carcajadas,0.25
reiterativo,0.563
reivindicación,-0.375
relacionado,0.25
relacionarse,0.25
relaciones_sexuales,0.25
relación_de_enfermos,-0.375
relación_ligera,0.25
relación_señal/ruido,-0.25
relajante,0.313
relamerse,-0.25
relato_de_aventuras,-0.25
relevar,0.25
relieve_terrestre,-0.25
relinchar,0.25
relinquir,0.375
reloj_de_cuco,0.25
relojería,0.25
reluciente,0.438
relucir,0.275
relumbrante,0.25
relumbrar,0.25
remanente,0.25
rematadora,0.25
remediable,0.25
remediador,0.75
remedio,0.625
rememorar,0.292
remilgado,0.375
remilgo,-0.25
reminiscencia,0.25
reminiscente,0.375
remirado,0.625
remolcador,0.25
remordimiento,-0.333
remota,0.375
remunerado,0.375
remunerar,0.25
remunerativo,0.375
renaciente,0.375
renacimiento_espiritual,0.25
rencor,-0.542
rencoroso,-0.5
rendido,0.5
renegado,-0.271
renguear,-0.375
reniego,-0.625
renombre,0.375
renovable,0.25
renovado,0.375
renquear,-0.375
rentabilidad,0.5
rentable,0.625
rentar,0.25
reología,-0.25
reológico,-0.25
reparable,0.5
reparar,0.292
repartimiento,0.25
repartir_mal,-0.25
repaso,-0.375
repelente,-0.375
repelo,-0.312
repelón,-0.5
repensar,0.25
repetible,0.625
repetidamente,-0.25
repetido,0.25
repipi,-0.375
repique,0.375
replantearse,0.25
replegable,0.5
replegarse,-0.5
repolludo,-0.25
reponerse,0.5
reposabrazos,0.25
reposo,-0.25
reprender,-0.375
reprender_a_gritos,-0.75
reprensible,-1.0
reprensión,-0.5
representable,0.5
representado,0.25
representante,0.5
representante_comercial,0.25
reprimenda,-0.375
reprobación,-0.375
reprobar,-0.375
reprobatorio,-0.333
reprochable,-1.0
reprochar,-0.667
reproche,-0.583
reproductor,0.375
reps,0.25
repuesto,0.375
repugnancia,-0.406
repugnante,-0.422
repugnar,-0.375
repujado,0.375
repulsivo,-0.25
repulsión,-0.458
repunta,-0.375
reputar,0.438
requemarse,-0.25
requerido,0.375
requiescat,-0.5
requisición,0.375
requisito_académico,0.25
requisito_previo,-0.25
requisitoria,-0.25
requisitos_académicos,0.25
res_adjudicata,-0.25
resabio,-0.5
resbaladizo,0.25
resbaloso,0.25
rescatable,0.375
rescindible,0.25
resentido,-0.458
resentimiento,-0.594
resentirse,-0.625
reservable,0.25
reservado,0.375
residente,0.25
residual,0.25
residuo,-0.375
residuo_tóxico,-0.25
residuos,-0.25
resignacion,-0.625
resignarse,-0.25
resituado,0.375
resoluble,0.5
resonancia_nuclear,-0.25
resonante,0.375
respaldado,0.5
respaldar,0.275
respectar,-0.25
respecto,0.25
respetabilidad,0.875
respetable,0.906
respetado,0.875
respetar,0.875
respeto,0.354
respetos,0.375
respetuoso,0.625
respingón,0.5
resplandeciente,0.5
responder_de,0.25
respuesta_evasiva,-0.25
respuesta_habilidosa,0.375
respuesta_refleja,-0.25
restablecido,0.375
restallido,0.25
restos_mortales,-0.25
restrictivo,0.406
restringido,0.25
resueltamente,0.25
resuelto,0.472
resumidamente,0.375
resurgir,-0.25
retaliar,-0.25
retar,-0.406
retardado,0.25
retenido,0.5
retentivo,0.292
reticente,0.313
reticulitermes,-0.25
retiro_de_tropas,-0.375
reto,-0.375
retorcerse,-0.25
retozo,0.25
retozón,0.625
retraerse,-0.25
retraso_mental,-0.875
retratado,0.375
retraído,-0.375
retraïdo,-0.5
retribuido,0.625
retroactivo,0.25
retrogradar,-0.312
retrotaer,0.375
retráctil,0.375
retumbante,0.25
reuma,-0.375
reumatismo,-0.375
reumatismo_articular,-0.375
reumático,-0.375
reutilizable,0.438
revalidar,0.5
revelado,0.375
revelador,0.5
reventarse,-0.292
reverberante,0.313
reverbero,-0.375
reverdecer,0.25
reverdecimiento,0.375
reverencia,0.25
reverendo,0.625
reverente,0.688
reversibilidad,0.25
reversible,0.35
revertido,0.375
revertir,-0.375
revisado,0.25
revitalizado,0.5
revivificar,0.688
revocable,0.375
revocación,-0.333
revoloteo,-0.25
revoltoso,0.063
revolucionario,0.313
revuelco,-0.375
reyerta,-0.375
rezongar,-0.25
reír,0.75
reñir,-0.359
reúma,-0.375
riada,0.25
ribavirina,0.25
riboflavina,-0.375
rickettsia,-0.25
rickettsiosis,-0.25
rico,0.356
rictus,-0.312
ricura,0.25
rifar,0.25
rigatoni,-0.25
rigidez,-0.275
rigor_mortis,-0.312
rigoroso,0.375
rigurosidad,-0.375
rijo,-0.25
rijosidad,-0.25
rima_visual,-0.25
rimado,0.375
rimbombancia,-0.437
ring_de_boxeo,-0.25
rinoceronte_negro,-0.25
rinoplastia,0.25
riqueza,0.292
risueño,0.833
rito,0.25
rito_religioso,0.313
ritual,0.25
ritualista,0.25
rival,-0.25
riña,-0.375
robar,-0.25
robo_armado,-0.25
robustez,0.292
robusto,0.391
roca_volcánica_vítrea,0.25
roce,-0.312
rocoso,-0.375
rodillera,-0.25
rodillero,-0.25
rodófitos,-0.375
rofecoxib,-0.375
rogativa,0.25
rojizo,0.25
rojo-rosado,0.375
rojo_vino,-0.375
rol,0.25
rol_social,0.25
roletear,0.25
rollizo,0.438
romanal,-0.25
rompe-huelga,-0.375
rompe-huelgas,-0.375
rompehielos,0.25
rompehuelgas,-0.25
romper_la_crisma,-0.25
rompible,-0.375
roncería,-1.0
ronchar,-0.25
ronco,-0.25
rondador,-0.25
rondalla,0.25
ronquedad,-0.25
ronquera,-0.25
ronronear,0.25
ronzar,-0.25
rookie,-0.5
ropa_de_calle,0.25
ropa_de_luto,-0.5
ropa_de_playa,-0.25
ropa_de_trabajo,-0.25
ropa_interior,-0.25
ropón,-0.25
rosa,0.292
rosado,0.292
rosal_silvestre,-0.25
rosario_raquítico,-0.625
rosbif,0.375
rosellinia,-0.25
roseta,-0.25
rosáceo,0.5
rotenona,-0.25
roux,-0.25
roña,-0.292
roñería,-0.25
roñosería,-0.25
roñoso,-0.719
rubeola,-0.25
rubiales,-0.25
rubicundez,0.375
rubicundo,0.813
ruborizado,-0.25
rubéola,-0.25
rucio,-0.5
rudeza,-0.312
rudimentos,0.25
rudo,-0.575
ruego,0.25
ruego_indirecto,-0.25
rufianería,-0.25
rufianismo,-0.25
rufián,-0.312
rugosidad,-0.312
rugoso,-0.333
ruido_sordo,-0.25
ruidoso,0.25
ruin,-0.542
ruina,-0.25
ruinas,-0.25
ruinoso,-0.375
rumboso,0.5
runrún,0.375
rusticidad,-0.5
rutilar,0.25
rutina_recursiva,0.25
rutinario,-0.5
rynchopidae,-0.25
ràbia,-0.375
rácano,-0.708
rápido,0.318
récord_mundial,0.25
régimen_títere,-0.25
réplica_ingeniosa,0.375
réquiem,-0.25
rígido,-0.319
río_Somme,-0.25
rítmico,0.375
rústico,0.292
s/n,-0.25
saber_divino,0.25
sabido,0.375
sabio,0.625
sableador,-0.25
sablista,-0.25
saborizar,0.25
sabotaje,-0.5
sabotear,-0.312
sabroso,0.333
sabrosura,0.25
sacafaltas,0.313
sacar_de_quicio,-0.812
sacar_partido,0.375
sacar_provecho,0.75
sacar_una_muestra,0.375
sacar_ventaja,0.75
sacarse_la_espina,-0.375
saciable,0.625
saciado,0.75
saciarse,0.375
sacramental,0.25
sacrificar,-0.292
sacrificio,-0.375
sacrosanto,0.5
sacudirse_algo,-0.25
sagaz,0.534
sagrado,0.438
sala_de_masajes,0.25
salacot,-0.25
salaz,0.25
salero,0.275
salicilato_de_metilo,-0.25
salir_adelante,0.625
salir_bien,0.25
salir_pitando,0.25
salirse,-0.25
salobre,-0.5
salol,-0.25
saltarse,-0.583
salteado,-0.25
salubre,0.75
salud,0.375
salud_mental,0.5
saludable,0.768
salvación,0.25
salvador,0.1875
salvajada,-0.312
salvajismo,-0.375
salvamento,1.0
salvo,0.313
salón_de_té,0.25
sambenito,-0.375
sanador,0.75
sanar,0.35
sancionado,0.25
sanción_pragmática,-0.25
sandeces,-0.375
sangre_espesa,-0.25
sanidad,0.375
sanitizar,0.375
sano,0.8
santa_maria,0.25
santa_sede,0.25
santalales,-0.375
santidad,0.25
santificación,0.375
santificado,0.625
santificar,0.292
santo,0.4375
santoral,0.25
santurrón,0.375
saprobio,-0.25
saprofítico,-0.312
sapróbico,-0.375
saprófago,-0.375
saprófito,-0.4375
saqueado,-0.875
saqueador,-0.25
sarampión_alemán,-0.25
sarao,-0.292
sarasa,-0.375
sarcoma,-0.25
sarcásticamente,-0.375
sardónico,-0.25
sarna,-0.375
sarong,-0.25
sarong_malayo,-0.25
sarracina,-0.375
satanista,-0.25
satanofobia,-0.75
satinado,0.375
satiriasis,-0.25
satisfacer,0.578
satisfacible,0.625
satisfaciente,0.375
satisfactorio,0.5625
satisfecho,0.6
satisfecho_de_sí_mismo,0.875
saturnales,0.375
saturnino,-0.5
saturnismo,-0.25
satánico,-0.375
saudade,0.25
saurios,0.25
savoir-faire,0.5
sazonado,0.375
sazón,0.25
saña,-0.375
scam,-0.25
scat,-0.25
schola_cantorum,0.25
sciarida,-0.25
scleroderma,-0.25
scotland_yard,-0.25
scratch,-0.5
seboso,-0.25
seca,-0.25
secano,-0.25
seclusión,-0.25
secobarbital,-0.25
secreta,-0.375
sector_de_ocupación,0.25
sector_ocupacional,0.25
secuencial,0.25
secuestrar,-0.25
secularismo,0.25
secundar,0.292
sed_de_sangre,-0.25
sed_de_venganza,-0.25
sedante,0.3125
sedativo,0.25
sedoso,0.375
seductor,0.7
segado,0.375
segregado,0.375
seguir_en,-0.25
seguir_la_corriente,-0.375
seguro,0.315
seguro_automotriz,-0.25
seguro_de_incendios,-0.25
seguro_de_salud,-0.375
seguro_del_coche,-0.25
seguro_médico,-0.375
seguro_sanitario,-0.375
seleccionado,0.5
seleccionador,0.25
selección_natural,0.375
selectividad,0.25
selectivo,0.5
selecto,0.6
selenio,-0.25
self-service,-0.375
sello_de_aprobación,0.375
sello_distintivo,0.375
semanal,0.375
semanario,0.375
semblanza,-0.292
semejante,0.354
semestral,0.375
semianalfabeto,-0.25
semiautomático,0.313
semicircular,0.25
semicomatoso,0.25
semiconductor,0.625
semiconsciente,0.25
semicualificado,0.25
semiempírico,0.25
semiformal,0.25
semioficial,0.25
semiprecioso,0.5
semiprocesado,0.25
semitransparente,0.25
semivocal,0.375
sempiterno,-0.312
senil,0.375
sensacional,0.458
sensación_de_presión,-0.25
sensatez,0.357
sensato,0.571
sense_datum,-0.25
sensibilizador,0.25
sensiblería,-0.312
sensitivo,0.313
sensual,0.417
sensualmente,0.25
sentar_tendencia,0.25
sentencia_condenatoria,-0.375
sentencia_del_árbitro,0.25
sentencia_general,0.375
sentenciar_a_muerte,-0.375
sentido,0.625
sentido_común,0.5
sentido_de_la_orientación,-0.25
sentido_de_la_responsabilidad,-0.25
sentido_del_bien_y_del_mal,0.375
sentido_del_humor,0.25
sentido_del_olfato,0.25
sentimental,0.25
sentimiento_de_culpa,-1.0
sentirse,0.25
separable,0.313
separado,0.275
separar_del_servicio,-0.375
separatista,0.375
separativo,0.375
sepelio,-0.25
septicemia,-0.25
sepulcral,-0.458
sepulcro,-0.375
sepultura,-0.25
ser_campeón,0.375
ser_espiritual,-0.375
ser_fatal,-0.375
ser_infiel,-0.875
ser_mítico,-0.25
ser_promiscuo,0.25
ser_testigo,0.25
serendipismo,0.375
sereno,0.297
seriedad,0.275
seriocómico,0.625
sermoneo,-0.25
serológico,-0.25
serpenteante,-0.25
serpentino,0.25
serrado,0.25
serrar,0.375
serrasalmus,-0.25
sertralina,0.25
servible,0.542
servicial,0.469
servicio_de_asesoramiento,0.375
servicio_de_paquetes_postales,0.25
servicio_militar_obligatorio,0.25
servicio_militar_selectivo,0.25
servicio_público,0.25
servicio_social,0.25
servicio_telefónico,0.25
servil,0.313
servir_para,0.625
servo,0.25
servomecanismo,0.25
seráfico,0.5
sesquipedal,0.25
sesudo,0.375
setter,0.25
seudoalucinación,-0.25
seudoefedrina,-0.25
seudohermafrodita,0.25
severidad,-0.333
sex-appeal,0.25
sexi,0.625
sexista,0.25
sexo_extramatrimonial,0.25
sexo_ilícito,0.25
sexuado,0.5
sexy,0.375
señal/ruido,-0.25
shag,0.375
sharia,-0.25
sharía,-0.25
shigelosis,-0.25
shock_anafiláctico,-0.25
shock_de_Metrazol,0.25
shock_de_metrazol,0.25
shock_insulínico,0.25
sibarítico,0.625
sibilante,0.375
sicario,-0.25
sicomoro,-0.375
sicosis,-0.375
sicosomático,-0.375
sicoterapeuta,-0.25
sicópata,-0.375
sicótico,-0.375
siesta_liviana,-0.25
sifilítico,-0.25
signatario,0.25
significación,0.292
significante,0.542
significantemente,0.25
significatividad,0.25
significativo,0.542
signo_característico,0.25
signo_diacrítico,0.25
signo_dólar,-0.25
silbas,-0.625
silencioso,0.375
silicosis,-0.375
simbiótico,0.25
simetría,0.292
similar,0.35
similor,-0.25
simpatía,0.354
simple,-0.375
simplificado,0.625
simplista,-0.25
simplon,-0.25
simpático,0.653
simulado,0.313
simétrico,0.375
sin_alegría,-0.375
sin_alfombrar,-0.25
sin_amor,-1.0
sin_ayuda,-0.375
sin_comprobar,-0.5
sin_controversia,-0.25
sin_corona,-0.25
sin_cristales,-0.25
sin_demostrar,-0.5
sin_derretir,-0.25
sin_diferencias,-0.25
sin_dilación,-0.25
sin_dirección_escrita,-0.25
sin_enterrar,0.625
sin_evidencia,-0.5
sin_explotar,-0.25
sin_guión,-0.25
sin_inagurar,-0.375
sin_levadura,0.25
sin_motivo,-0.25
sin_ocupar,-0.25
sin_papeles,-0.25
sin_polarizar,-0.25
sin_pretensiones,0.375
sin_pruebas,-0.5
sin_querer,-0.375
sin_recortar,-0.25
